name,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,label
0002a328c42751880bbdd991d6c393e4.atk,-0.5639970302581787,0.09465332329273224,1.717596411705017,0.21780548989772797,-0.786127507686615,1.2389848232269287,-1.8766396045684814,-0.029259387403726578,-0.8193261027336121,1.27395498752594,-0.11427789181470871,0.4873855710029602,-0.7489452958106995,1.4414504766464233,1.815718173980713,-0.13083231449127197,-0.46910956501960754,-0.14651928842067719,-0.37905198335647583,-0.3075500726699829,-0.5982435345649719,-0.5939550995826721,0.7960970997810364,0.8429247736930847,-0.3725236654281616,-0.9135728478431702,-1.9910484552383423,-0.8594343662261963,0.010941069573163986,-0.3293249309062958,1.1083751916885376,0.278945654630661,-0.6136992573738098,-1.193143606185913,-0.5631952881813049,0.12902668118476868,0.5590311288833618,-1.0381627082824707,0.18563039600849152,0.29292863607406616,0.05124521255493164,-0.8856133818626404,-0.11039304733276367,0.7485359311103821,-1.9300042390823364,-1.7269024848937988,-0.08558129519224167,-0.5470856428146362,0.3960378170013428,-0.46807944774627686,0.6296173334121704,-0.714667022228241,1.1898841857910156,1.0971040725708008,-0.09274314343929291,0.10431500524282455,-0.4192056357860565,-1.2169288396835327,1.5623761415481567,-0.7774446606636047,-0.10615883022546768,-0.05175204202532768,-1.924290657043457,-1.2859776020050049,1
001cf2e6805e9b27c576f5a8c13f1479.atk,-0.8234716653823853,-0.029375309124588966,0.17564937472343445,-0.5066027045249939,-0.7984839081764221,-1.0793122053146362,-1.944246530532837,0.5512685179710388,0.05643303319811821,1.121373176574707,-1.6204502582550049,1.5654771327972412,0.7216725945472717,0.3632221817970276,0.4053800106048584,0.4049343466758728,-0.6255868673324585,-0.660076916217804,0.4313150644302368,0.07599889487028122,-0.474464476108551,-1.0319616794586182,0.20621433854103088,0.5498338341712952,-0.1687171757221222,-0.8042848706245422,-1.1814311742782593,-0.8844342827796936,0.12134259939193726,0.4686289429664612,-0.9365619421005249,-0.7005419731140137,-2.456249713897705,-0.6641886830329895,0.6602052450180054,-2.6859638690948486,0.5757603049278259,-0.5823740363121033,0.028625713661313057,-0.5468072295188904,-1.1849734783172607,-0.43240219354629517,0.4736931324005127,0.4173751473426819,-0.5289021134376526,-0.9518289566040039,0.714566707611084,0.2418898493051529,0.5827876329421997,-0.5319859981536865,-0.901229739189148,0.753036379814148,0.33826377987861633,0.25004637241363525,0.9274610280990601,0.8906906247138977,0.08588387817144394,-0.53387051820755,0.23063939809799194,-0.23107802867889404,0.7576470375061035,-0.8887777924537659,-1.462307095527649,-1.462335467338562,1
003048345e910a255e544ed3068ef7c2f323bd0e8add45cc0e2b26bd69c99fae.atk,0.26728934049606323,0.41831105947494507,0.036144427955150604,0.1526595950126648,0.37953096628189087,-0.6521214246749878,-0.6439922451972961,0.07121705263853073,0.4557086229324341,0.17109988629817963,-0.31720736622810364,-0.0828685536980629,-0.00853717140853405,0.40724390745162964,0.07853969186544418,0.06984908878803253,-0.05154137313365936,-0.107387475669384,-0.5601521134376526,-0.19595126807689667,-0.2488282322883606,-0.29990801215171814,0.14559032022953033,-0.564940333366394,-0.5137777328491211,-1.0028537511825562,-1.497282862663269,-0.8610775470733643,0.9155710935592651,0.49340543150901794,0.18839386105537415,-0.6382449865341187,-0.45301300287246704,0.16718238592147827,-0.41531673073768616,-0.006085578352212906,0.7717037200927734,-0.2568111717700958,-0.7098145484924316,0.5810605883598328,-0.31586557626724243,-1.0719859600067139,-0.30042073130607605,1.0462290048599243,0.4297177791595459,-0.5415890216827393,-0.347819060087204,0.09114991128444672,-0.4132084846496582,0.12055785953998566,-0.4021744132041931,0.050310999155044556,0.3350992202758789,0.5842962861061096,-0.5486065149307251,0.3007716238498688,0.0034340855199843645,-0.1642596572637558,0.6126048564910889,0.32092994451522827,0.1900920271873474,0.4010620415210724,-0.756187915802002,-0.1804233193397522,1
00373a69c3f4d03161fea26ed7eb695bbe50024c5316629585d7a09ad3d856c1.atk,1.297404408454895,-1.0212825536727905,1.7897924184799194,0.2916209399700165,-0.3610539138317108,0.3079274594783783,-1.5687469244003296,0.8604746460914612,-0.5470656752586365,0.3677729070186615,0.7060582637786865,0.23753774166107178,0.7533836364746094,-0.43585968017578125,-0.3231942057609558,0.29759424924850464,-0.6082202196121216,-0.5762653350830078,-1.2755200862884521,0.25017106533050537,-0.8163049817085266,0.06699533015489578,0.5706760883331299,-0.9858415126800537,-0.9592146277427673,-0.6027085185050964,-0.15963584184646606,-1.548929214477539,1.8637278079986572,1.1853326559066772,0.15074844658374786,0.5647653937339783,-1.71306574344635,-0.7446539402008057,0.5679895877838135,-0.9833989143371582,0.3625672161579132,0.05142930522561073,-1.1860536336898804,-0.31629759073257446,-0.33674144744873047,-1.291060447692871,-0.10545694828033447,0.5961639881134033,-0.13272976875305176,0.3881007432937622,-0.32323628664016724,-0.2908473014831543,0.2394060492515564,-0.131751149892807,-0.7050760388374329,0.9663776159286499,-0.5229897499084473,1.0501961708068848,0.008493260480463505,0.22561174631118774,-1.1363987922668457,0.3926197290420532,-0.1952609419822693,-1.0997893810272217,-1.482911467552185,0.36885032057762146,-0.8893484473228455,-0.7939531803131104,1
004b3dc6622a2a9374f6c289faf52d92c014452076d83648adf8e09d9ac82512.atk,0.3022606372833252,1.0007941722869873,0.11137799918651581,0.2510952353477478,-0.2774409055709839,-0.2938959002494812,-0.40654730796813965,-0.1989767849445343,0.35346221923828125,0.8611326813697815,-0.03032747097313404,0.294778436422348,0.49949195981025696,0.3405188024044037,0.3035676181316376,-0.02415396086871624,0.3647768497467041,-0.395639032125473,-0.09489831328392029,-0.6574172973632812,0.20903435349464417,-0.010207030922174454,-0.3694976568222046,-0.7252905964851379,-0.5199409127235413,-0.6014323234558105,-0.8701574802398682,-0.835205078125,0.3045695126056671,0.5729244351387024,0.5483611226081848,-0.1196490228176117,-1.220737338066101,0.13203386962413788,-0.5671635270118713,0.020233530551195145,0.6220060586929321,0.1772691160440445,-0.1711922585964203,-0.36474108695983887,-0.4208308160305023,-0.22668908536434174,0.13912953436374664,0.46919551491737366,0.3741832971572876,-0.6270803809165955,0.18665246665477753,-0.16262608766555786,-0.2693479657173157,-0.15805935859680176,-0.14473943412303925,-0.10917609184980392,0.4287862777709961,0.3811664283275604,-0.011463197879493237,-0.09939756989479065,0.031276971101760864,-0.257961243391037,1.2896320819854736,0.0775318592786789,-0.41609546542167664,0.1986944079399109,-0.3583284914493561,-0.3185315430164337,1
0056d6b61f45430102109b1e241dbdc8.atk,1.3244221210479736,1.1481363773345947,0.6476027965545654,-0.5711552500724792,1.364487886428833,0.24424979090690613,-1.3740589618682861,0.7995004057884216,0.41865190863609314,0.5154837965965271,-1.122544288635254,1.0690654516220093,0.010690612718462944,0.7125563621520996,-0.09431518614292145,0.553220272064209,-0.1302749216556549,-0.6812911629676819,-0.7896966934204102,0.23931342363357544,-1.6750562191009521,-0.3511596620082855,-1.7345279455184937,-0.7456310987472534,-0.7804087400436401,-0.8568627834320068,-0.5902947783470154,-0.7586789131164551,0.8627736568450928,-0.3474635183811188,-0.11682650446891785,-0.9206240177154541,-0.6728395819664001,0.7368023991584778,-0.5179923176765442,-0.8857197761535645,1.0218265056610107,0.5294390320777893,0.020169340074062347,0.7445957660675049,0.3046896457672119,0.44670388102531433,0.9829802513122559,-0.99647057056427,1.1526211500167847,-0.5211122035980225,-0.3814865052700043,0.6243025064468384,0.22816917300224304,-0.6608085036277771,-0.6662905812263489,-0.05368124321103096,1.2260023355484009,1.0783361196517944,0.2934395968914032,-0.01365482248365879,1.058199405670166,0.27641135454177856,0.6538296341896057,0.2821209728717804,-1.039473533630371,0.0592799186706543,-0.44612812995910645,-0.8892916440963745,0
0057d3bb7b503e7aab1c17717869e8cb.atk,0.6902725696563721,0.5548720955848694,1.0512381792068481,0.48262208700180054,-0.06215091422200203,-0.8539052605628967,0.08183903247117996,0.4051145613193512,0.8212903738021851,0.7892799973487854,-0.8260012865066528,-0.817976713180542,1.1333694458007812,-0.4504474103450775,0.031026847660541534,-0.2004125565290451,0.06736011803150177,-0.6794693470001221,0.07443467527627945,0.9709171652793884,0.2258424311876297,0.19935543835163116,-0.07704877108335495,-0.6432427763938904,-0.41039249300956726,-0.28410375118255615,-0.7513497471809387,-1.762984275817871,0.15073737502098083,0.7054863572120667,0.3687690794467926,-0.6902910470962524,0.26235055923461914,-0.5904304385185242,-2.191397190093994,-0.3252989649772644,0.6684021949768066,-0.2052466720342636,-1.0645273923873901,-0.8730038404464722,0.4073908030986786,-0.3251570463180542,-0.44711193442344666,0.22301344573497772,-0.388062447309494,-0.9398558139801025,0.15483200550079346,-0.5518808960914612,-0.47407403588294983,-0.8337355256080627,-0.10012933611869812,-0.5794062614440918,0.5263513326644897,0.8522366881370544,0.28851738572120667,-0.4369710683822632,-0.8305652141571045,0.4681362807750702,0.9195418357849121,-0.48213014006614685,0.36087411642074585,-0.023194529116153717,-0.967445433139801,0.03111974149942398,0
00608675b91eab138d55adbad58cbd4989cb8bee9eb978d0149bc221978bd25e.atk,0.33540332317352295,0.05221100151538849,0.8122302889823914,-0.06473700702190399,-0.1416923701763153,-0.2542630732059479,-0.4057265818119049,0.07263737916946411,-0.14369958639144897,0.9164581298828125,-0.4097723066806793,0.33333781361579895,0.7524335980415344,0.4598451554775238,0.3675748109817505,-0.35713958740234375,0.14783117175102234,-0.34007903933525085,-0.02425280027091503,0.15067058801651,-0.42069166898727417,-0.015661591663956642,0.08790449053049088,-0.7343443036079407,-0.03503942862153053,-0.6146442294120789,-1.4190456867218018,-0.36321568489074707,0.49463480710983276,0.0767727643251419,0.8101413249969482,-0.3746190369129181,-0.7110392451286316,-0.029380831867456436,-0.1391514092683792,-0.30590516328811646,0.17930495738983154,0.2557651400566101,-0.4824735224246979,-0.33194857835769653,-0.07188290357589722,-0.45523276925086975,-0.5325037837028503,0.16718848049640656,-0.28575727343559265,-0.20546802878379822,-0.42161548137664795,0.11345774680376053,-0.512502908706665,-0.45646336674690247,-0.45882442593574524,0.059838391840457916,0.34759747982025146,0.3104230463504791,0.12819325923919678,0.06818240135908127,0.3133411109447479,0.1077411100268364,0.57145756483078,0.008218113332986832,0.04050163924694061,0.5654518604278564,-0.04894203320145607,-0.2731291949748993,1
007858818b5f3e09f4717b773fef7447.atk,-0.4991760551929474,-0.705670177936554,0.9514848589897156,-0.8019335269927979,0.36955365538597107,0.5171986818313599,-2.3337175846099854,0.7784978151321411,0.27981555461883545,2.157269239425659,-0.473603218793869,1.340071678161621,-0.6211923360824585,0.29023993015289307,0.9608854055404663,0.17117652297019958,-1.639015793800354,-0.23229041695594788,0.9217655658721924,0.8686787486076355,-0.5071429014205933,-0.506013035774231,0.5978562831878662,-0.40281033515930176,-1.544330358505249,-0.45437124371528625,-0.020118046551942825,-0.4895045757293701,-0.09208560734987259,0.2764216959476471,0.4660723805427551,-1.2092468738555908,-2.018519163131714,-0.5261207222938538,-0.38091909885406494,-1.027543067932129,0.7661551237106323,-0.48178935050964355,0.17181512713432312,-0.38955485820770264,-0.9517232179641724,0.843811571598053,-0.8419560194015503,1.1477611064910889,-0.7605586647987366,-1.040855884552002,0.13002556562423706,-0.10826131701469421,-1.0535986423492432,-0.3811775743961334,-0.8628469109535217,0.36915266513824463,-0.48678767681121826,-0.22460348904132843,-0.49361953139305115,-0.3437965214252472,0.06157032772898674,-0.5414139032363892,0.012895707041025162,0.1562453806400299,-0.12303397804498672,0.30431756377220154,-0.6198473572731018,-1.891543984413147,1
007c976ab9d0bc64e615dd46345e300998e178d5dc3d72d20890ec4d405ebf82.atk,0.09548308700323105,1.2273582220077515,1.763256311416626,-0.5174883604049683,-0.46964699029922485,1.3336894512176514,-1.3329746723175049,1.2002809047698975,1.9294021129608154,0.1714114546775818,0.2444523572921753,1.0851410627365112,0.8853805661201477,-0.23187582194805145,-0.3875043988227844,-0.638714611530304,0.48629260063171387,-0.2909862995147705,-0.462090402841568,-0.4337660074234009,-0.1010640412569046,-1.5617430210113525,0.810387134552002,-0.8219589591026306,-0.38440725207328796,-2.095608949661255,-1.0116844177246094,-1.1845455169677734,1.9081212282180786,0.7140937447547913,1.0464043617248535,0.28099918365478516,-0.46768003702163696,-0.20001882314682007,0.7193432450294495,-0.4707924723625183,0.5762577652931213,0.14842399954795837,-0.573297917842865,0.2597200572490692,-0.29909569025039673,-1.8204188346862793,0.7226449251174927,-0.13712379336357117,-1.1937752962112427,-1.0038131475448608,0.06854196637868881,-1.3109092712402344,0.6514235138893127,-0.7595661878585815,0.2021593302488327,0.03716685622930527,0.8270495533943176,0.4333486557006836,-0.8910395503044128,1.3644282817840576,0.03394629806280136,-1.4108606576919556,-0.36566030979156494,-1.0578117370605469,-0.2723338007926941,2.0443127155303955,0.5304644107818604,-0.9696515202522278,1
